user_id,user_name
6a4367ff14a349e69d7730a6229c46b0,admin
cabfa0644cd8479389a17af69bea501a,newuser
f9a617d0b73f471ca54e71c91ca6876b,member
53711b1cdc0b4ccfbbd46e0bd3caffdd,manager
