role_id,role_name
073c72cb8ae5460a8724fd635f5f8c44,admin
387599c502094ff1a7a7e35e63bcb617,test2
c818d20779d94aaf875ec08f7c9af918,reader
e2a5cf69902540db979b80ea3d4b4816,manager
faf75e30257d4c6fb7705dcd706888fc,member
